,Unnamed: 0,TARGET,성별,차량 소유 여부,부동산 소유 여부,연간 수입,수입 유형,최종 학력,결혼 여부,주거 형태,거주지 인구 비율,업무용 휴대전화 소유 여부,직업,가족 구성원 수,나이,근속연수,가입연수,자녀수_구간,산업군_상위
1036,39012,0,여성,0,1,21240000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.030755,0,Unknown,2.0,58,1000,12.0,0,기타
1037,26402,0,남성,0,0,31860000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.010276,1,Unknown,3.0,32,3,14.0,1,사업
1038,23858,0,여성,0,1,26550000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.018209,1,기술직,1.0,40,2,22.0,0,사업
1039,20668,0,여성,1,0,19116000.0,연금수령자,대학교 졸업 이상,기혼,주택 / 아파트,0.025164,0,Unknown,2.0,58,1000,31.0,0,기타
1040,34195,0,남성,1,1,84960000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.072508,1,Unknown,3.0,40,10,8.0,1,기타
1041,32388,1,여성,0,0,42480000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.018029,1,의료 업계 종사자,2.0,28,5,12.0,0,기타
1042,12123,0,남성,0,1,74340000.0,기타,대학교 중퇴,기혼,주택 / 아파트,0.032561,1,영업직,3.0,37,4,21.0,1,사업
1043,57354,0,남성,1,0,53100000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.008625,1,운전자,2.0,36,5,16.0,0,사업
1044,31706,0,남성,0,1,47790000.0,근로자,고등학교 졸업,기혼,아파트 임대,0.00963,1,Unknown,4.0,32,11,11.0,2,국가
1045,45922,0,남성,1,0,26550000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.022625,1,운전자,1.0,44,8,9.0,0,운송
1046,58617,0,여성,0,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.032561,1,조리사,3.0,37,0,20.0,1,의학
1047,31033,0,남성,1,0,37170000.0,근로자,대학교 졸업 이상,사실혼,주택 / 아파트,0.016612,1,보안 업계 종사자,2.0,48,0,5.0,0,보안
1048,34683,0,남성,0,1,11682000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018801,0,Unknown,2.0,67,1000,21.0,0,기타
1049,24801,0,여성,0,0,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018209,1,조리사,2.0,48,6,25.0,0,유치원
1050,33388,0,남성,0,0,84960000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.019101,1,관리직,2.0,32,5,14.0,0,사업
1051,24029,0,여성,0,0,28674000.0,근로자,저학력자,기혼,주택 / 아파트,0.030755,1,Unknown,2.0,48,6,12.0,0,사업
1052,45707,0,여성,0,0,31860000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.022625,1,Unknown,2.0,44,6,1.0,0,정부
1053,49273,0,여성,0,1,23364000.0,근로자,대학교 졸업 이상,기혼,오피스텔,0.030755,1,기술직,4.0,32,12,6.0,2,사업
1054,58133,0,남성,0,0,127440000.0,기타,대학교 졸업 이상,별거,주택 / 아파트,0.032561,1,단순 노동자,1.0,58,13,10.0,0,사업
1055,57226,0,여성,0,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,영업직,2.0,51,6,29.0,0,무역
1056,54630,0,여성,0,0,44604000.0,공무원,대학교 졸업 이상,사실혼,주택 / 아파트,0.014464,1,조리사,2.0,61,2,17.0,0,사업
1057,58105,0,여성,0,0,26550000.0,연금수령자,고등학교 졸업,사실혼,주택 / 아파트,0.018801,0,Unknown,2.0,61,1000,32.0,0,기타
1058,12957,0,여성,1,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018634,1,영업직,3.0,41,0,4.0,1,자영업
1059,54416,0,남성,1,1,63720000.0,기타,대학교 졸업 이상,미혼,주택 / 아파트,0.026392,1,관리직,1.0,31,2,5.0,0,사업
1060,51363,0,남성,1,1,44604000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.019101,1,Unknown,2.0,34,6,5.0,0,사업
1061,35898,0,남성,1,0,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.008575,1,단순 노동자,2.0,49,4,3.0,0,자영업
1062,59794,1,남성,0,1,33984000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,단순 노동자,2.0,28,1,0.0,0,건설
1063,20440,0,남성,1,1,42480000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.018209,1,Unknown,2.0,60,19,32.0,0,농업
1064,36852,0,여성,0,1,19116000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.019101,1,Unknown,4.0,43,11,3.0,2,사업
1065,35569,0,남성,1,1,37170000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.01885,1,핵심 노동자,4.0,33,1,5.0,2,은행
1066,54474,1,남성,1,0,42480000.0,연금수령자,대학교 졸업 이상,별거,주택 / 아파트,0.0196889999999999,0,Unknown,1.0,54,1000,4.0,0,기타
1067,17051,0,여성,1,0,37170000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018029,0,Unknown,2.0,60,1000,13.0,0,기타
1068,4057,0,여성,1,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,의료 업계 종사자,2.0,47,20,5.0,0,의학
1069,42577,0,여성,1,1,43542000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.026392,1,핵심 노동자,3.0,36,5,5.0,1,레스토랑
1070,44453,0,여성,0,1,23364000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018801,0,Unknown,2.0,56,1000,33.0,0,기타
1071,19761,0,여성,1,1,53100000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.04622,1,Unknown,4.0,31,6,5.0,2,의학
1072,58800,0,남성,1,0,23364000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018029,0,Unknown,2.0,63,1000,15.0,0,기타
1073,21720,0,여성,1,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,기술직,3.0,31,8,10.0,1,기타
1074,34067,0,여성,0,1,63720000.0,기타,대학교 중퇴,사실혼,주택 / 아파트,0.032561,1,Unknown,4.0,41,3,6.0,2,기타
1075,22949,0,여성,0,1,53100000.0,기타,고등학교 졸업,사실혼,주택 / 아파트,0.00963,1,영업직,3.0,40,3,23.0,1,자영업
1076,19247,0,여성,1,1,84960000.0,근로자,대학교 졸업 이상,별거,주택 / 아파트,0.0116569999999999,1,보안 업계 종사자,1.0,54,2,24.0,0,사업
1077,18881,1,남성,1,1,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.015221,1,단순 노동자,2.0,56,7,9.0,0,산업
1078,51329,0,여성,0,1,12744000.0,연금수령자,고등학교 졸업,별거,주택 / 아파트,0.015221,0,Unknown,1.0,59,1000,27.0,0,기타
1079,44487,0,여성,1,1,69030000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.025164,1,기술직,2.0,26,4,11.0,0,사업
1080,51435,0,남성,1,1,53100000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.02461,1,관리직,2.0,53,1,7.0,0,사업
1081,48626,0,여성,1,1,10089000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.030755,0,Unknown,2.0,54,1000,5.0,0,기타
1082,31272,1,여성,0,1,31860000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.020246,1,회계사,3.0,33,2,11.0,1,자영업
1083,47407,0,남성,0,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.006305,1,단순 노동자,3.0,30,1,1.0,1,자영업
1084,22004,0,남성,0,1,31860000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.011703,1,단순 노동자,3.0,27,0,23.0,1,사업
1085,25809,0,여성,0,0,26550000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.008019,0,Unknown,2.0,60,1000,9.0,0,기타
1086,18461,0,남성,0,1,19116000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,보안 업계 종사자,2.0,52,10,10.0,0,사업
1087,33588,0,여성,0,1,19116000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.01885,0,Unknown,2.0,64,1000,12.0,0,기타
1088,17133,0,여성,0,1,47790000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.025164,0,Unknown,2.0,61,1000,13.0,0,기타
1089,19866,0,여성,1,0,27612000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,Unknown,3.0,38,5,9.0,1,자영업
1090,41587,0,여성,0,1,21240000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.005313,1,핵심 노동자,3.0,42,4,10.0,1,국가
1091,23972,0,여성,1,1,26550000.0,근로자,대학교 졸업 이상,사실혼,주택 / 아파트,0.0096569999999999,1,회계사,2.0,28,2,1.0,0,무역
1092,50421,1,여성,0,1,33984000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.020246,1,핵심 노동자,2.0,45,1,1.0,0,학교
1093,27864,0,여성,1,1,53100000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.0196889999999999,1,관리직,2.0,28,5,2.0,0,사업
1094,58339,0,여성,0,1,42480000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.032561,1,Unknown,2.0,28,0,0.0,0,사업
1095,10674,0,남성,1,1,39294000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,단순 노동자,2.0,54,1,4.0,0,자영업
1096,9134,0,남성,1,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.01885,1,기술직,2.0,52,9,2.0,0,사업
1097,48450,1,남성,0,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018029,1,Unknown,2.0,31,0,9.0,0,자영업
1098,52264,1,여성,1,1,19116000.0,근로자,대학교 중퇴,기혼,주택 / 아파트,0.015221,1,영업직,4.0,41,9,1.0,2,자영업
1099,3715,0,남성,0,1,48108600.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.0228,1,단순 노동자,2.0,42,2,2.0,0,자영업
1100,49174,0,여성,0,1,42480000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.007305,1,핵심 노동자,3.0,33,4,3.0,1,자영업
1101,53832,0,여성,0,1,14549400.0,연금수령자,고등학교 졸업,사별,주택 / 아파트,0.04622,0,Unknown,1.0,63,1000,0.0,0,기타
1102,45340,1,남성,0,1,42480000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.04622,1,단순 노동자,2.0,35,11,17.0,0,운송
1103,48332,0,남성,0,1,90270000.0,연금수령자,고등학교 졸업,미혼,주택 / 아파트,0.005313,0,Unknown,1.0,45,1000,12.0,0,기타
1104,52058,0,여성,0,0,61596000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.016612,0,Unknown,2.0,59,1000,8.0,0,기타
1105,32163,0,여성,0,1,21240000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.00712,1,영업직,1.0,21,2,18.0,0,사업
1106,59178,0,여성,0,1,14868000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.0196889999999999,0,Unknown,2.0,58,1000,13.0,0,기타
1107,17853,0,여성,0,1,69030000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.005313,1,의료 업계 종사자,1.0,51,2,9.0,0,의학
1108,35504,0,여성,0,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.0145199999999999,1,Unknown,2.0,34,3,18.0,0,무역
1109,8153,0,여성,0,1,21240000.0,근로자,고등학교 졸업,사별,공공분양,0.020713,1,단순 노동자,1.0,54,3,15.0,0,운송
1110,40739,0,남성,1,1,72216000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,운전자,2.0,35,4,1.0,0,기타
1111,59841,0,여성,1,1,26550000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.0038179999999999,1,영업직,3.0,41,8,2.0,1,사업
1112,17995,0,여성,0,0,29913354.0,공무원,대학교 중퇴,기혼,주택 / 아파트,0.02461,1,핵심 노동자,3.0,24,1,24.0,1,유치원
1113,53433,0,여성,0,1,21240000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.02461,0,Unknown,2.0,60,1000,25.0,0,기타
1114,32044,0,여성,0,0,26550000.0,연금수령자,고등학교 졸업,별거,주택 / 아파트,0.035792,0,Unknown,1.0,55,1000,27.0,0,기타
1115,59896,0,여성,1,1,63720000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.04622,1,관리직,3.0,35,1,17.0,1,사업
1116,21549,0,남성,1,1,63720000.0,기타,고등학교 졸업,사실혼,주택 / 아파트,0.022625,1,운전자,2.0,41,8,9.0,0,자영업
1117,11757,0,여성,0,1,21240000.0,연금수령자,고등학교 졸업,사별,주택 / 아파트,0.010643,0,Unknown,1.0,55,1000,4.0,0,기타
1118,5847,0,여성,0,1,45666000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.018801,1,영업직,2.0,42,2,10.0,0,자영업
1119,48686,0,여성,0,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,단순 노동자,2.0,41,4,14.0,0,산업
1120,47707,0,남성,1,1,47790000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.035792,1,기술직,2.0,51,6,5.0,0,사업
1121,56729,0,여성,1,1,42480000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.016612,1,의료 업계 종사자,2.0,26,5,0.0,0,기타
1122,49603,0,여성,1,1,53100000.0,연금수령자,대학교 졸업 이상,기혼,주택 / 아파트,0.0035409999999999,0,Unknown,3.0,52,1000,0.0,1,기타
1123,18216,0,남성,0,1,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018209,1,운전자,3.0,26,3,11.0,1,자영업
1124,11065,0,남성,1,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.0116569999999999,1,운전자,4.0,39,7,10.0,2,사업
1125,35818,0,여성,0,1,37170000.0,연금수령자,고등학교 졸업,미혼,주택 / 아파트,0.072508,0,Unknown,1.0,52,1000,35.0,0,기타
1126,31779,0,여성,0,1,38232000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.072508,1,핵심 노동자,2.0,49,8,19.0,0,유치원
1127,9044,0,여성,0,1,42480000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.035792,0,Unknown,2.0,63,1000,9.0,0,기타
1128,30606,0,여성,0,0,38232000.0,기타,고등학교 졸업,별거,주택 / 아파트,0.008625,1,영업직,1.0,30,1,10.0,0,자영업
1129,1879,0,여성,0,1,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,Unknown,2.0,30,6,11.0,0,사업
1130,29735,0,여성,1,1,42480000.0,연금수령자,고등학교 졸업,사실혼,주택 / 아파트,0.018029,0,Unknown,2.0,52,1000,19.0,0,기타
1131,31303,0,여성,1,0,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.02461,1,Unknown,2.0,40,3,5.0,0,사업
1132,49903,0,여성,0,1,26550000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.00733,0,Unknown,2.0,57,1000,26.0,0,기타
1133,2527,0,남성,1,1,53100000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.026392,1,단순 노동자,2.0,30,6,1.0,0,통신
1134,46343,0,여성,0,1,31860000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.032561,0,Unknown,2.0,64,1000,33.0,0,기타
1135,44828,0,여성,0,1,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,핵심 노동자,3.0,45,1,2.0,1,군대
1136,5751,0,여성,0,1,37170000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.026392,0,Unknown,2.0,55,1000,29.0,0,기타
1137,40454,0,여성,0,1,90270000.0,연금수령자,고등학교 졸업,별거,주택 / 아파트,0.019101,0,Unknown,1.0,61,1000,3.0,0,기타
1138,11067,1,여성,0,1,100890000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.032561,1,Unknown,2.0,50,6,16.0,0,대학교
1139,47522,0,여성,0,1,24426000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.020246,1,Unknown,3.0,30,2,3.0,1,사업
1140,32865,0,남성,1,0,47790000.0,근로자,대학교 졸업 이상,기혼,공공분양,0.020713,1,Unknown,2.0,43,13,12.0,0,사업
1141,50897,0,여성,0,0,74340000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.04622,1,영업직,1.0,56,1,14.0,0,사업
1142,7876,0,남성,0,0,63720000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.02461,1,관리직,2.0,37,2,12.0,0,산업
1143,18215,0,남성,0,0,21240000.0,연금수령자,고등학교 졸업,기혼,공공분양,0.007114,0,Unknown,2.0,57,1000,20.0,0,기타
1144,29702,1,여성,0,0,21240000.0,연금수령자,고등학교 졸업,사실혼,주택 / 아파트,0.010966,0,Unknown,2.0,44,1000,24.0,0,기타
1145,30153,0,여성,0,1,37170000.0,기타,대학교 졸업 이상,미혼,오피스텔,0.018801,1,미화원,2.0,43,9,12.0,1,자영업
1146,22186,0,여성,1,1,82836000.0,연금수령자,대학교 졸업 이상,미혼,주택 / 아파트,0.002042,0,Unknown,1.0,61,1000,13.0,0,기타
1147,59636,0,남성,1,1,31860000.0,공무원,고등학교 졸업,기혼,아파트 임대,0.015221,1,Unknown,2.0,29,6,7.0,0,국가
1148,55933,1,남성,0,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010006,1,단순 노동자,2.0,57,3,1.0,0,사업
1149,44830,0,남성,0,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.004849,1,핵심 노동자,4.0,27,5,11.0,2,경찰
1150,47429,0,여성,0,0,27612000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.031329,0,Unknown,2.0,66,1000,38.0,0,기타
1151,56627,1,여성,0,1,42480000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.010147,1,영업직,2.0,52,10,10.0,0,무역
1152,21987,0,여성,0,1,21240000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.020246,1,미화원,1.0,52,1,12.0,0,사업
1153,9393,0,여성,0,1,26550000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.009175,1,핵심 노동자,2.0,40,13,3.0,0,학교
1154,43159,0,여성,0,1,30798000.0,연금수령자,저학력자,기혼,주택 / 아파트,0.028663,0,Unknown,2.0,62,1000,2.0,0,기타
1155,47812,0,여성,0,0,16992000.0,연금수령자,대학교 졸업 이상,별거,주택 / 아파트,0.0084739999999999,0,Unknown,1.0,58,1000,24.0,0,기타
1156,2399,0,남성,0,1,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010147,1,단순 노동자,3.0,29,1,11.0,1,산업
1157,45184,0,여성,1,0,26550000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.028663,1,영업직,3.0,27,6,5.0,1,사업
1158,42307,0,여성,0,1,63720000.0,기타,대학교 졸업 이상,미혼,주택 / 아파트,0.00702,1,Unknown,1.0,31,4,14.0,0,사업
1159,51953,0,여성,0,1,24744600.0,근로자,대학교 졸업 이상,별거,주택 / 아파트,0.030755,1,회계사,1.0,57,11,12.0,0,산업
1160,45749,0,남성,1,1,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,관리직,2.0,35,4,9.0,0,자영업
1161,10648,0,여성,0,1,15930000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018801,0,Unknown,2.0,58,1000,0.0,0,기타
1162,31994,0,여성,0,1,21240000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.01885,1,단순 노동자,1.0,64,10,7.0,0,사업
1163,45773,0,여성,0,0,15930000.0,연금수령자,고등학교 졸업,사실혼,오피스텔,0.015221,0,Unknown,3.0,42,1000,5.0,1,기타
1164,52473,0,여성,0,0,19116000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018634,1,회계사,3.0,50,10,22.0,1,정부
1165,31190,0,여성,0,1,30267000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.020246,1,단순 노동자,4.0,35,13,10.0,2,사업
1166,39,0,여성,1,0,63720000.0,근로자,대학교 졸업 이상,별거,공공분양,0.0228,1,회계사,1.0,37,0,4.0,0,기타
1167,5026,1,여성,1,0,36108000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.018029,1,조리사,1.0,47,12,24.0,0,정부
1168,48054,0,여성,0,1,84960000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.010006,1,회계사,2.0,31,8,4.0,0,산업
1169,36353,0,여성,0,1,7434000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.010276,0,Unknown,2.0,64,1000,3.0,0,기타
1170,6232,0,남성,1,1,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.026392,1,단순 노동자,3.0,35,1,2.0,1,사업
1171,18902,0,여성,0,1,53100000.0,연금수령자,고등학교 졸업,사별,주택 / 아파트,0.02461,0,Unknown,1.0,61,1000,3.0,0,기타
1172,24797,1,여성,1,1,26762400.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.002134,1,단순 노동자,4.0,41,2,2.0,2,정부
1173,22651,0,여성,1,0,20178000.0,근로자,대학교 졸업 이상,사별,주택 / 아파트,0.005084,1,관리직,1.0,42,24,0.0,0,유치원
1174,58018,0,여성,0,1,18054000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.022625,1,핵심 노동자,2.0,45,2,10.0,0,정부
1175,3840,0,남성,1,0,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,운전자,2.0,48,2,26.0,0,사업
1176,45217,0,여성,0,1,57348000.0,연금수령자,대학교 졸업 이상,사별,주택 / 아파트,0.00496,0,Unknown,1.0,59,1000,0.0,0,기타
1177,33409,0,여성,0,0,31860000.0,기타,고등학교 졸업,사실혼,주택 / 아파트,0.006305,1,관리직,2.0,55,7,16.0,0,농업
1178,35557,1,남성,1,0,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.002134,1,운전자,2.0,45,0,25.0,0,자영업
1179,48469,0,여성,0,0,29736000.0,연금수령자,대학교 졸업 이상,미혼,주택 / 아파트,0.007114,0,Unknown,1.0,62,1000,26.0,0,기타
1180,612,0,여성,0,1,21240000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.031329,1,Unknown,1.0,48,3,19.0,0,사업
1181,32098,0,여성,1,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,Unknown,3.0,38,6,14.0,1,자영업
1182,43104,0,여성,0,1,15930000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.006207,1,단순 노동자,4.0,38,6,21.0,2,자영업
1183,28723,1,여성,0,1,53100000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.0145199999999999,1,영업직,2.0,45,5,8.0,0,사업
1184,2807,0,남성,1,1,74340000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.005002,1,핵심 노동자,3.0,44,18,17.0,1,군대
1185,34151,1,남성,1,0,37170000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.018634,1,Unknown,2.0,44,6,0.0,0,사업
1186,15517,0,남성,1,1,47790000.0,연금수령자,대학교 졸업 이상,사실혼,주택 / 아파트,0.010276,0,Unknown,2.0,55,1000,8.0,0,기타
1187,37347,0,남성,0,0,15930000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.0145199999999999,1,보안 업계 종사자,3.0,29,2,0.0,1,기타
1188,27639,0,여성,1,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.02461,1,단순 노동자,4.0,37,3,14.0,2,학교
1189,39117,0,여성,0,0,26550000.0,근로자,대학교 중퇴,기혼,주택 / 아파트,0.004849,1,영업직,2.0,26,2,12.0,0,무역
1190,38380,0,여성,0,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.020246,1,Unknown,3.0,36,6,17.0,1,산업
1191,4248,0,여성,0,1,42267600.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.018634,1,Unknown,2.0,39,3,7.0,0,사업
1192,51497,0,여성,0,0,42480000.0,연금수령자,고등학교 졸업,기혼,공공분양,0.018801,0,Unknown,2.0,64,1000,32.0,0,기타
1193,13477,0,여성,0,1,53100000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.00963,0,Unknown,2.0,53,1000,9.0,0,기타
1194,4044,0,여성,0,1,26550000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.018634,1,의료 업계 종사자,2.0,40,19,7.0,0,의학
1195,47148,0,여성,0,1,27612000.0,근로자,대학교 졸업 이상,미혼,주택 / 아파트,0.020246,1,회계사,1.0,34,2,2.0,0,주택
1196,51129,0,여성,0,1,19116000.0,근로자,고등학교 졸업,사별,주택 / 아파트,0.0084739999999999,1,Unknown,1.0,53,11,23.0,0,사업
1197,14064,0,여성,0,1,47790000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.04622,1,단순 노동자,3.0,33,0,3.0,1,사업
1198,15694,0,남성,0,1,42735942.0,기타,대학교 중퇴,기혼,주택 / 아파트,0.020246,1,영업직,3.0,25,0,10.0,1,무역
1199,27142,0,남성,0,1,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.007305,1,Unknown,3.0,47,20,26.0,1,정부
1200,5359,0,남성,0,1,47790000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.04622,1,단순 노동자,4.0,32,4,12.0,2,사업
1201,53280,0,남성,0,0,53100000.0,근로자,대학교 중퇴,미혼,주택 / 아파트,0.035792,1,운전자,1.0,31,1,2.0,0,사업
1202,37916,0,여성,1,1,53100000.0,연금수령자,고등학교 졸업,사별,주택 / 아파트,0.01885,0,Unknown,1.0,62,1000,6.0,0,기타
1203,10469,0,남성,1,0,84960000.0,기타,대학교 졸업 이상,기혼,공공분양,0.018801,1,관리직,3.0,35,10,7.0,1,건설
1204,221,0,여성,0,1,23364000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.015221,1,의료 업계 종사자,2.0,34,12,15.0,0,의학
1205,39057,0,남성,1,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.0228,1,운전자,2.0,51,3,26.0,0,자영업
1206,31569,1,여성,0,0,21240000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.00702,1,영업직,4.0,36,1,5.0,2,사업
1207,59107,0,여성,0,0,31860000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.005084,1,단순 노동자,2.0,31,2,25.0,0,주택
1208,11615,0,여성,0,0,31860000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.00963,1,영업직,2.0,36,4,1.0,0,정부
1209,31995,0,여성,0,1,37170000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.02461,1,단순 노동자,2.0,48,5,19.0,0,사업
1210,26225,0,남성,1,1,15930000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,운전자,2.0,55,6,31.0,0,농업
1211,942,0,남성,0,1,21240000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.020713,1,단순 노동자,1.0,36,14,14.0,0,기타
1212,37350,0,여성,0,1,31860000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.005144,1,Unknown,2.0,48,8,31.0,1,사업
1213,36517,0,여성,0,1,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.020246,1,단순 노동자,2.0,57,6,9.0,0,건설
